match_id,season,match_date,match_time,match_year,match_month,iso_weekday,home_team,away_team,home_goals_ft,away_goals_ft,result_ft,home_goals_ht,away_goals_ht,result_ht,total_goals,goal_diff_home,both_teams_scored,over_2_5,clean_sheet_home,clean_sheet_away,home_points,away_points,source_coverage,has_detailed_stats,league_code,shots_home,shots_away,shots_on_target_home,shots_on_target_away,fouls_home,fouls_away,corners_home,corners_away,yellow_cards_home,yellow_cards_away,red_cards_home,red_cards_away,odds_avg_home_open,odds_avg_draw_open,odds_avg_away_open,odds_avg_over_2_5_open,odds_avg_under_2_5_open,asian_handicap_line_open,odds_avg_asian_home_open,odds_avg_asian_away_open,odds_avg_home_close,odds_avg_draw_close,odds_avg_away_close,odds_avg_over_2_5_close,odds_avg_under_2_5_close,asian_handicap_line_close,odds_avg_asian_home_close,odds_avg_asian_away_close
2001-09-08_real_madrid_malaga,2001-02,2001-09-08,,2001,9,6,Real Madrid,Malaga,1,1,D,1,0,H,2,0,True,False,False,False,1,1,historical_only,False,SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-09-08_villarreal_osasuna,2001-02,2001-09-08,,2001,9,6,Villarreal,Osasuna,3,0,H,1,0,H,3,3,False,True,True,False,3,0,historical_only,False,SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-09-09_alaves_sociedad,2001-02,2001-09-09,,2001,9,7,Alaves,Sociedad,2,0,H,1,0,H,2,2,False,False,True,False,3,0,historical_only,False,SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-09-09_barcelona_vallecano,2001-02,2001-09-09,,2001,9,7,Barcelona,Vallecano,1,1,D,0,0,D,2,0,True,False,False,False,1,1,historical_only,False,SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-09-09_betis_espanol,2001-02,2001-09-09,,2001,9,7,Betis,Espanol,2,0,H,2,0,H,2,2,False,False,True,False,3,0,historical_only,False,SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-09-09_celta_tenerife,2001-02,2001-09-09,,2001,9,7,Celta,Tenerife,3,0,H,2,0,H,3,3,False,True,True,False,3,0,historical_only,False,SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-09-09_valladolid_valencia,2001-02,2001-09-09,,2001,9,7,Valladolid,Valencia,1,1,D,1,0,H,2,0,True,False,False,False,1,1,historical_only,False,SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-09-09_zaragoza_sevilla,2001-02,2001-09-09,,2001,9,7,Zaragoza,Sevilla,1,1,D,0,0,D,2,0,True,False,False,False,1,1,historical_only,False,SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-09-15_betis_real_madrid,2001-02,2001-09-15,,2001,9,6,Betis,Real Madrid,3,1,H,1,1,D,4,2,True,True,False,False,3,0,historical_only,False,SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-09-15_la_coruna_ath_bilbao,2001-02,2001-09-15,,2001,9,6,La Coruna,Ath Bilbao,1,2,A,0,1,A,3,-1,True,True,False,False,0,3,historical_only,False,SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-09-15_mallorca_alaves,2001-02,2001-09-15,,2001,9,6,Mallorca,Alaves,0,0,D,0,0,D,0,0,False,False,True,True,1,1,historical_only,False,SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-09-15_osasuna_barcelona,2001-02,2001-09-15,,2001,9,6,Osasuna,Barcelona,0,0,D,0,0,D,0,0,False,False,True,True,1,1,historical_only,False,SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-09-16_espanol_sevilla,2001-02,2001-09-16,,2001,9,7,Espanol,Sevilla,2,3,A,1,1,D,5,-1,True,True,False,False,0,3,historical_only,False,SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-09-16_malaga_valladolid,2001-02,2001-09-16,,2001,9,7,Malaga,Valladolid,1,2,A,0,1,A,3,-1,True,True,False,False,0,3,historical_only,False,SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-09-16_sociedad_celta,2001-02,2001-09-16,,2001,9,7,Sociedad,Celta,0,0,D,0,0,D,0,0,False,False,True,True,1,1,historical_only,False,SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-09-16_tenerife_villarreal,2001-02,2001-09-16,,2001,9,7,Tenerife,Villarreal,2,0,H,1,0,H,2,2,False,False,True,False,3,0,historical_only,False,SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-09-16_valencia_las_palmas,2001-02,2001-09-16,,2001,9,7,Valencia,Las Palmas,1,0,H,0,0,D,1,1,False,False,True,False,3,0,historical_only,False,SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-09-16_vallecano_zaragoza,2001-02,2001-09-16,,2001,9,7,Vallecano,Zaragoza,1,2,A,1,0,H,3,-1,True,True,False,False,0,3,historical_only,False,SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-09-22_alaves_la_coruna,2001-02,2001-09-22,,2001,9,6,Alaves,La Coruna,2,3,A,0,1,A,5,-1,True,True,False,False,0,3,historical_only,False,SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-09-22_barcelona_tenerife,2001-02,2001-09-22,,2001,9,6,Barcelona,Tenerife,2,0,H,1,0,H,2,2,False,False,True,False,3,0,historical_only,False,SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-09-22_las_palmas_malaga,2001-02,2001-09-22,,2001,9,6,Las Palmas,Malaga,0,0,D,0,0,D,0,0,False,False,True,True,1,1,historical_only,False,SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-09-22_real_madrid_espanol,2001-02,2001-09-22,,2001,9,6,Real Madrid,Espanol,5,1,H,3,0,H,6,4,True,True,False,False,3,0,historical_only,False,SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-09-22_villarreal_sociedad,2001-02,2001-09-22,,2001,9,6,Villarreal,Sociedad,1,0,H,0,0,D,1,1,False,False,True,False,3,0,historical_only,False,SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-09-23_ath_bilbao_valencia,2001-02,2001-09-23,,2001,9,7,Ath Bilbao,Valencia,2,2,D,0,1,A,4,0,True,True,False,False,1,1,historical_only,False,SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-09-23_celta_mallorca,2001-02,2001-09-23,,2001,9,7,Celta,Mallorca,2,0,H,1,0,H,2,2,False,False,True,False,3,0,historical_only,False,SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-09-23_sevilla_vallecano,2001-02,2001-09-23,,2001,9,7,Sevilla,Vallecano,2,1,H,0,1,A,3,1,True,True,False,False,3,0,historical_only,False,SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-09-23_valladolid_betis,2001-02,2001-09-23,,2001,9,7,Valladolid,Betis,0,2,A,0,0,D,2,-2,False,False,False,True,0,3,historical_only,False,SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-09-23_zaragoza_osasuna,2001-02,2001-09-23,,2001,9,7,Zaragoza,Osasuna,0,1,A,0,1,A,1,-1,False,False,False,True,0,3,historical_only,False,SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-09-29_espanol_vallecano,2001-02,2001-09-29,,2001,9,6,Espanol,Vallecano,3,1,H,1,0,H,4,2,True,True,False,False,3,0,historical_only,False,SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-09-29_malaga_ath_bilbao,2001-02,2001-09-29,,2001,9,6,Malaga,Ath Bilbao,1,2,A,0,1,A,3,-1,True,True,False,False,0,3,historical_only,False,SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-09-29_real_madrid_valladolid,2001-02,2001-09-29,,2001,9,6,Real Madrid,Valladolid,2,2,D,2,1,H,4,0,True,True,False,False,1,1,historical_only,False,SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-09-29_sociedad_barcelona,2001-02,2001-09-29,,2001,9,6,Sociedad,Barcelona,0,2,A,0,1,A,2,-2,False,False,False,True,0,3,historical_only,False,SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-09-30_betis_las_palmas,2001-02,2001-09-30,,2001,9,7,Betis,Las Palmas,1,0,H,0,0,D,1,1,False,False,True,False,3,0,historical_only,False,SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-09-30_la_coruna_celta,2001-02,2001-09-30,,2001,9,7,La Coruna,Celta,2,2,D,0,1,A,4,0,True,True,False,False,1,1,historical_only,False,SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-09-30_mallorca_villarreal,2001-02,2001-09-30,,2001,9,7,Mallorca,Villarreal,0,1,A,0,1,A,1,-1,False,False,False,True,0,3,historical_only,False,SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-09-30_osasuna_sevilla,2001-02,2001-09-30,,2001,9,7,Osasuna,Sevilla,1,0,H,0,0,D,1,1,False,False,True,False,3,0,historical_only,False,SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-09-30_tenerife_zaragoza,2001-02,2001-09-30,,2001,9,7,Tenerife,Zaragoza,0,0,D,0,0,D,0,0,False,False,True,True,1,1,historical_only,False,SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-09-30_valencia_alaves,2001-02,2001-09-30,,2001,9,7,Valencia,Alaves,0,0,D,0,0,D,0,0,False,False,True,True,1,1,historical_only,False,SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-10-03_alaves_malaga,2001-02,2001-10-03,,2001,10,3,Alaves,Malaga,1,0,H,0,0,D,1,1,False,False,True,False,3,0,historical_only,False,SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-10-03_ath_bilbao_betis,2001-02,2001-10-03,,2001,10,3,Ath Bilbao,Betis,0,0,D,0,0,D,0,0,False,False,True,True,1,1,historical_only,False,SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-10-03_barcelona_mallorca,2001-02,2001-10-03,,2001,10,3,Barcelona,Mallorca,3,0,H,3,0,H,3,3,False,True,True,False,3,0,historical_only,False,SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-10-03_las_palmas_real_madrid,2001-02,2001-10-03,,2001,10,3,Las Palmas,Real Madrid,4,2,H,2,2,D,6,2,True,True,False,False,3,0,historical_only,False,SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-10-03_sevilla_tenerife,2001-02,2001-10-03,,2001,10,3,Sevilla,Tenerife,2,0,H,1,0,H,2,2,False,False,True,False,3,0,historical_only,False,SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-10-03_valladolid_espanol,2001-02,2001-10-03,,2001,10,3,Valladolid,Espanol,0,1,A,0,1,A,1,-1,False,False,False,True,0,3,historical_only,False,SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-10-03_vallecano_osasuna,2001-02,2001-10-03,,2001,10,3,Vallecano,Osasuna,0,1,A,0,1,A,1,-1,False,False,False,True,0,3,historical_only,False,SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-10-03_villarreal_la_coruna,2001-02,2001-10-03,,2001,10,3,Villarreal,La Coruna,1,1,D,1,0,H,2,0,True,False,False,False,1,1,historical_only,False,SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-10-03_zaragoza_sociedad,2001-02,2001-10-03,,2001,10,3,Zaragoza,Sociedad,3,2,H,1,1,D,5,1,True,True,False,False,3,0,historical_only,False,SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-10-04_celta_valencia,2001-02,2001-10-04,,2001,10,4,Celta,Valencia,1,1,D,0,1,A,2,0,True,False,False,False,1,1,historical_only,False,SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-10-06_la_coruna_barcelona,2001-02,2001-10-06,,2001,10,6,La Coruna,Barcelona,2,1,H,0,1,A,3,1,True,True,False,False,3,0,historical_only,False,SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-10-06_real_madrid_ath_bilbao,2001-02,2001-10-06,,2001,10,6,Real Madrid,Ath Bilbao,2,0,H,0,0,D,2,2,False,False,True,False,3,0,historical_only,False,SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-10-07_betis_alaves,2001-02,2001-10-07,,2001,10,7,Betis,Alaves,1,0,H,0,0,D,1,1,False,False,True,False,3,0,historical_only,False,SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-10-07_espanol_osasuna,2001-02,2001-10-07,,2001,10,7,Espanol,Osasuna,1,1,D,0,0,D,2,0,True,False,False,False,1,1,historical_only,False,SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-10-07_malaga_celta,2001-02,2001-10-07,,2001,10,7,Malaga,Celta,2,2,D,2,0,H,4,0,True,True,False,False,1,1,historical_only,False,SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-10-07_mallorca_zaragoza,2001-02,2001-10-07,,2001,10,7,Mallorca,Zaragoza,0,1,A,0,0,D,1,-1,False,False,False,True,0,3,historical_only,False,SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-10-07_sociedad_sevilla,2001-02,2001-10-07,,2001,10,7,Sociedad,Sevilla,3,3,D,2,0,H,6,0,True,True,False,False,1,1,historical_only,False,SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-10-07_tenerife_vallecano,2001-02,2001-10-07,,2001,10,7,Tenerife,Vallecano,3,1,H,1,1,D,4,2,True,True,False,False,3,0,historical_only,False,SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-10-07_valencia_villarreal,2001-02,2001-10-07,,2001,10,7,Valencia,Villarreal,1,0,H,1,0,H,1,1,False,False,True,False,3,0,historical_only,False,SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-10-07_valladolid_las_palmas,2001-02,2001-10-07,,2001,10,7,Valladolid,Las Palmas,1,0,H,1,0,H,1,1,False,False,True,False,3,0,historical_only,False,SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-10-13_alaves_real_madrid,2001-02,2001-10-13,,2001,10,6,Alaves,Real Madrid,0,0,D,0,0,D,0,0,False,False,True,True,1,1,historical_only,False,SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-10-13_sevilla_mallorca,2001-02,2001-10-13,,2001,10,6,Sevilla,Mallorca,2,2,D,2,2,D,4,0,True,True,False,False,1,1,historical_only,False,SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-10-13_zaragoza_la_coruna,2001-02,2001-10-13,,2001,10,6,Zaragoza,La Coruna,1,2,A,0,1,A,3,-1,True,True,False,False,0,3,historical_only,False,SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-10-14_ath_bilbao_valladolid,2001-02,2001-10-14,,2001,10,7,Ath Bilbao,Valladolid,1,4,A,0,2,A,5,-3,True,True,False,False,0,3,historical_only,False,SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-10-14_barcelona_valencia,2001-02,2001-10-14,,2001,10,7,Barcelona,Valencia,2,2,D,1,1,D,4,0,True,True,False,False,1,1,historical_only,False,SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-10-14_celta_betis,2001-02,2001-10-14,,2001,10,7,Celta,Betis,3,1,H,2,0,H,4,2,True,True,False,False,3,0,historical_only,False,SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-10-14_las_palmas_espanol,2001-02,2001-10-14,,2001,10,7,Las Palmas,Espanol,2,0,H,0,0,D,2,2,False,False,True,False,3,0,historical_only,False,SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-10-14_osasuna_tenerife,2001-02,2001-10-14,,2001,10,7,Osasuna,Tenerife,0,2,A,0,0,D,2,-2,False,False,False,True,0,3,historical_only,False,SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-10-14_vallecano_sociedad,2001-02,2001-10-14,,2001,10,7,Vallecano,Sociedad,2,1,H,1,1,D,3,1,True,True,False,False,3,0,historical_only,False,SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-10-14_villarreal_malaga,2001-02,2001-10-14,,2001,10,7,Villarreal,Malaga,1,2,A,1,1,D,3,-1,True,True,False,False,0,3,historical_only,False,SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-10-20_betis_villarreal,2001-02,2001-10-20,,2001,10,6,Betis,Villarreal,1,1,D,0,1,A,2,0,True,False,False,False,1,1,historical_only,False,SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-10-20_la_coruna_sevilla,2001-02,2001-10-20,,2001,10,6,La Coruna,Sevilla,1,0,H,1,0,H,1,1,False,False,True,False,3,0,historical_only,False,SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-10-20_las_palmas_ath_bilbao,2001-02,2001-10-20,,2001,10,6,Las Palmas,Ath Bilbao,1,1,D,0,1,A,2,0,True,False,False,False,1,1,historical_only,False,SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-10-20_malaga_barcelona,2001-02,2001-10-20,,2001,10,6,Malaga,Barcelona,1,1,D,0,0,D,2,0,True,False,False,False,1,1,historical_only,False,SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-10-20_sociedad_osasuna,2001-02,2001-10-20,,2001,10,6,Sociedad,Osasuna,2,1,H,0,1,A,3,1,True,True,False,False,3,0,historical_only,False,SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-10-21_espanol_tenerife,2001-02,2001-10-21,,2001,10,7,Espanol,Tenerife,2,0,H,2,0,H,2,2,False,False,True,False,3,0,historical_only,False,SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-10-21_mallorca_vallecano,2001-02,2001-10-21,,2001,10,7,Mallorca,Vallecano,3,0,H,1,0,H,3,3,False,True,True,False,3,0,historical_only,False,SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-10-21_real_madrid_celta,2001-02,2001-10-21,,2001,10,7,Real Madrid,Celta,1,1,D,1,1,D,2,0,True,False,False,False,1,1,historical_only,False,SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-10-21_valencia_zaragoza,2001-02,2001-10-21,,2001,10,7,Valencia,Zaragoza,2,0,H,1,0,H,2,2,False,False,True,False,3,0,historical_only,False,SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-10-21_valladolid_alaves,2001-02,2001-10-21,,2001,10,7,Valladolid,Alaves,1,3,A,0,2,A,4,-2,True,True,False,False,0,3,historical_only,False,SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-10-27_barcelona_betis,2001-02,2001-10-27,,2001,10,6,Barcelona,Betis,3,0,H,1,0,H,3,3,False,True,True,False,3,0,historical_only,False,SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-10-27_osasuna_mallorca,2001-02,2001-10-27,,2001,10,6,Osasuna,Mallorca,4,0,H,2,0,H,4,4,False,True,True,False,3,0,historical_only,False,SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-10-27_tenerife_sociedad,2001-02,2001-10-27,,2001,10,6,Tenerife,Sociedad,0,1,A,0,1,A,1,-1,False,False,False,True,0,3,historical_only,False,SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-10-27_vallecano_la_coruna,2001-02,2001-10-27,,2001,10,6,Vallecano,La Coruna,2,1,H,0,0,D,3,1,True,True,False,False,3,0,historical_only,False,SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-10-27_villarreal_real_madrid,2001-02,2001-10-27,,2001,10,6,Villarreal,Real Madrid,2,3,A,1,0,H,5,-1,True,True,False,False,0,3,historical_only,False,SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-10-28_alaves_las_palmas,2001-02,2001-10-28,,2001,10,7,Alaves,Las Palmas,1,0,H,1,0,H,1,1,False,False,True,False,3,0,historical_only,False,SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-10-28_ath_bilbao_espanol,2001-02,2001-10-28,,2001,10,7,Ath Bilbao,Espanol,1,1,D,1,0,H,2,0,True,False,False,False,1,1,historical_only,False,SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-10-28_celta_valladolid,2001-02,2001-10-28,,2001,10,7,Celta,Valladolid,1,1,D,0,0,D,2,0,True,False,False,False,1,1,historical_only,False,SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-10-28_sevilla_valencia,2001-02,2001-10-28,,2001,10,7,Sevilla,Valencia,1,1,D,0,1,A,2,0,True,False,False,False,1,1,historical_only,False,SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-10-28_zaragoza_malaga,2001-02,2001-10-28,,2001,10,7,Zaragoza,Malaga,0,2,A,0,1,A,2,-2,False,False,False,True,0,3,historical_only,False,SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-11-03_ath_bilbao_alaves,2001-02,2001-11-03,,2001,11,6,Ath Bilbao,Alaves,2,1,H,2,0,H,3,1,True,True,False,False,3,0,historical_only,False,SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-11-04_betis_zaragoza,2001-02,2001-11-04,,2001,11,7,Betis,Zaragoza,0,1,A,0,0,D,1,-1,False,False,False,True,0,3,historical_only,False,SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-11-04_espanol_sociedad,2001-02,2001-11-04,,2001,11,7,Espanol,Sociedad,1,2,A,1,1,D,3,-1,True,True,False,False,0,3,historical_only,False,SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-11-04_la_coruna_osasuna,2001-02,2001-11-04,,2001,11,7,La Coruna,Osasuna,5,1,H,4,1,H,6,4,True,True,False,False,3,0,historical_only,False,SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-11-04_las_palmas_celta,2001-02,2001-11-04,,2001,11,7,Las Palmas,Celta,4,2,H,3,1,H,6,2,True,True,False,False,3,0,historical_only,False,SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-11-04_malaga_sevilla,2001-02,2001-11-04,,2001,11,7,Malaga,Sevilla,1,3,A,1,1,D,4,-2,True,True,False,False,0,3,historical_only,False,SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-11-04_mallorca_tenerife,2001-02,2001-11-04,,2001,11,7,Mallorca,Tenerife,2,0,H,1,0,H,2,2,False,False,True,False,3,0,historical_only,False,SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-11-04_real_madrid_barcelona,2001-02,2001-11-04,,2001,11,7,Real Madrid,Barcelona,2,0,H,1,0,H,2,2,False,False,True,False,3,0,historical_only,False,SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-11-04_valencia_vallecano,2001-02,2001-11-04,,2001,11,7,Valencia,Vallecano,2,1,H,1,1,D,3,1,True,True,False,False,3,0,historical_only,False,SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-11-04_valladolid_villarreal,2001-02,2001-11-04,,2001,11,7,Valladolid,Villarreal,1,0,H,1,0,H,1,1,False,False,True,False,3,0,historical_only,False,SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-11-10_sevilla_betis,2001-02,2001-11-10,,2001,11,6,Sevilla,Betis,0,0,D,0,0,D,0,0,False,False,True,True,1,1,historical_only,False,SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-11-11_alaves_espanol,2001-02,2001-11-11,,2001,11,7,Alaves,Espanol,2,1,H,1,1,D,3,1,True,True,False,False,3,0,historical_only,False,SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-11-11_barcelona_valladolid,2001-02,2001-11-11,,2001,11,7,Barcelona,Valladolid,4,0,H,2,0,H,4,4,False,True,True,False,3,0,historical_only,False,SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-11-11_celta_ath_bilbao,2001-02,2001-11-11,,2001,11,7,Celta,Ath Bilbao,2,3,A,1,0,H,5,-1,True,True,False,False,0,3,historical_only,False,SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-11-11_osasuna_valencia,2001-02,2001-11-11,,2001,11,7,Osasuna,Valencia,0,0,D,0,0,D,0,0,False,False,True,True,1,1,historical_only,False,SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-11-11_sociedad_mallorca,2001-02,2001-11-11,,2001,11,7,Sociedad,Mallorca,1,2,A,0,0,D,3,-1,True,True,False,False,0,3,historical_only,False,SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-11-11_tenerife_la_coruna,2001-02,2001-11-11,,2001,11,7,Tenerife,La Coruna,3,1,H,1,1,D,4,2,True,True,False,False,3,0,historical_only,False,SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-11-11_vallecano_malaga,2001-02,2001-11-11,,2001,11,7,Vallecano,Malaga,3,0,H,2,0,H,3,3,False,True,True,False,3,0,historical_only,False,SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-11-11_villarreal_las_palmas,2001-02,2001-11-11,,2001,11,7,Villarreal,Las Palmas,2,0,H,1,0,H,2,2,False,False,True,False,3,0,historical_only,False,SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-11-11_zaragoza_real_madrid,2001-02,2001-11-11,,2001,11,7,Zaragoza,Real Madrid,2,1,H,1,0,H,3,1,True,True,False,False,3,0,historical_only,False,SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-11-17_la_coruna_sociedad,2001-02,2001-11-17,,2001,11,6,La Coruna,Sociedad,3,1,H,1,1,D,4,2,True,True,False,False,3,0,historical_only,False,SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-11-17_las_palmas_barcelona,2001-02,2001-11-17,,2001,11,6,Las Palmas,Barcelona,0,0,D,0,0,D,0,0,False,False,True,True,1,1,historical_only,False,SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-11-17_real_madrid_sevilla,2001-02,2001-11-17,,2001,11,6,Real Madrid,Sevilla,2,1,H,1,0,H,3,1,True,True,False,False,3,0,historical_only,False,SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-11-18_alaves_celta,2001-02,2001-11-18,,2001,11,7,Alaves,Celta,1,0,H,1,0,H,1,1,False,False,True,False,3,0,historical_only,False,SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-11-18_ath_bilbao_villarreal,2001-02,2001-11-18,,2001,11,7,Ath Bilbao,Villarreal,0,0,D,0,0,D,0,0,False,False,True,True,1,1,historical_only,False,SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-11-18_betis_vallecano,2001-02,2001-11-18,,2001,11,7,Betis,Vallecano,2,0,H,0,0,D,2,2,False,False,True,False,3,0,historical_only,False,SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-11-18_espanol_mallorca,2001-02,2001-11-18,,2001,11,7,Espanol,Mallorca,2,1,H,1,1,D,3,1,True,True,False,False,3,0,historical_only,False,SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-11-18_malaga_osasuna,2001-02,2001-11-18,,2001,11,7,Malaga,Osasuna,2,1,H,2,0,H,3,1,True,True,False,False,3,0,historical_only,False,SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-11-18_valencia_tenerife,2001-02,2001-11-18,,2001,11,7,Valencia,Tenerife,0,0,D,0,0,D,0,0,False,False,True,True,1,1,historical_only,False,SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
